ElectionType,Election,GeographyType,Geography,Poll,DateStart,DateEnd,SampleSize,SampleType,Democrat,Republican
Presidential,Presidential,State,Arizona,SoCal Strategies (R),10/5/2024,10/7/2024,735,LV,49%,48%
Presidential,Presidential,State,Arizona,RMG Research,9/30/2024,10/2/2024,783,LV,46%,50%
Presidential,Presidential,State,Arizona,OnMessage Inc. (R),9/24/2024,10/2/2024,500,LV,45%,47%
Presidential,Presidential,State,Arizona,Fabrizio Ward (R)/Impact Research (D),9/24/2024,10/1/2024,600,LV,48%,50%
Presidential,Presidential,State,Arizona,InsiderAdvantage (R),9/29/2024,9/30/2024,800,LV,48%,49%
Presidential,Presidential,State,Arizona,HighGround,9/26/2024,9/29/2024,500,LV,48%,46%
Presidential,Presidential,State,Arizona,National Research,9/25/2024,9/29/2024,600,LV,48%,47%
Presidential,Presidential,State,Arizona,Global Strategy Group (D)/North Star Opinion Research (R),9/23/2024,9/29/2024,400,LV,48%,47%
Presidential,Presidential,State,Arizona,Emerson College,9/27/2024,9/28/2024,920,LV,48%,50%
Presidential,Presidential,State,Arizona,AtlasIntel,9/20/2024,9/25/2024,946,LV,49%,50%
Presidential,Presidential,State,Arizona,Cook Political Report/BSG (R)/GS Strategy Group (D),9/19/2024,9/25/2024,409,LV,50%,48%
Presidential,Presidential,State,Arizona,Bloomberg/Morning Consult,9/19/2024,9/25/2024,977,RV,50%,47%
Presidential,Presidential,State,Arizona,Bloomberg/Morning Consult,9/19/2024,9/25/2024,926,LV,50%,47%
Presidential,Presidential,State,Arizona,Fox News,9/20/2024,9/24/2024,1021,RV,48%,50%
Presidential,Presidential,State,Arizona,Fox News,9/20/2024,9/24/2024,764,LV,48%,51%
Presidential,Presidential,State,Arizona,Marist College,9/19/2024,9/24/2024,1416,RV,48%,50%
Presidential,Presidential,State,Arizona,Marist College,9/19/2024,9/24/2024,1264,LV,49%,50%
Presidential,Presidential,State,Arizona,Rasmussen Reports (R),9/19/2024,9/22/2024,1030,LV,47%,49%
Presidential,Presidential,State,Arizona,The New York Times/Siena College,9/17/2024,9/21/2024,713,RV,45%,49%
Presidential,Presidential,State,Arizona,The New York Times/Siena College,9/17/2024,9/21/2024,713,LV,45%,50%
Presidential,Presidential,State,Arizona,Emerson College,9/15/2024,9/18/2024,868,LV,48%,49%
Presidential,Presidential,State,Arizona,Morning Consult,9/9/2024,9/18/2024,862,LV,48%,47%
Presidential,Presidential,State,Arizona,Trafalgar Group (R),9/11/2024,9/12/2024,1088,LV,46%,47%
Presidential,Presidential,State,Arizona,Data Orbital,9/7/2024,9/9/2024,550,LV,46%,46%
Presidential,Presidential,State,Arizona,Morning Consult,8/30/2024,9/8/2024,901,LV,47%,49%
Presidential,Presidential,State,Arizona,TIPP Insights,9/3/2024,9/5/2024,1015,RV,46%,46%
Presidential,Presidential,State,Arizona,TIPP Insights,9/3/2024,9/5/2024,949,LV,47%,47%
Presidential,Presidential,State,Arizona,Patriot Polling,9/1/2024,9/3/2024,804,RV,47%,49%
Presidential,Presidential,State,Arizona,InsiderAdvantage (R),8/29/2024,8/31/2024,800,LV,48%,49%
Presidential,Presidential,State,Arizona,University of Arizona/Truedot,8/28/2024,8/31/2024,1155,RV,42%,46%
Presidential,Presidential,State,Arizona,Emerson College,8/25/2024,8/28/2024,720,LV,47%,50%
Presidential,Presidential,State,Arizona,Bloomberg/Morning Consult,8/23/2024,8/26/2024,776,LV,48%,48%
Presidential,Presidential,State,Arizona,Bloomberg/Morning Consult,8/23/2024,8/26/2024,758,RV,48%,48%
Presidential,Presidential,State,Arizona,Fox News,8/23/2024,8/26/2024,1014,RV,50%,49%
Presidential,Presidential,State,Arizona,Spry Strategies (R),8/14/2024,8/20/2024,600,LV,48%,49%
Presidential,Presidential,State,Arizona,Rasmussen Reports (R),8/13/2024,8/17/2024,1187,LV,45%,47%
Presidential,Presidential,State,Arizona,Noble Predictive Insights,8/12/2024,8/16/2024,1003,RV,44%,47%
Presidential,Presidential,State,Arizona,Focaldata,8/6/2024,8/16/2024,702,LV,49%,51%
Presidential,Presidential,State,Arizona,Strategies 360,8/7/2024,8/14/2024,400,RV,47%,46%
Presidential,Presidential,State,Arizona,The New York Times/Siena College,8/8/2024,8/15/2024,677,RV,49%,45%
Presidential,Presidential,State,Arizona,The New York Times/Siena College,8/8/2024,8/15/2024,677,LV,50%,45%
Presidential,Presidential,State,Arizona,Trafalgar Group (R),8/6/2024,8/8/2024,1092,LV,47%,48%
Presidential,Presidential,State,Arizona,Navigator Research (D),7/31/2024,8/8/2024,600,LV,46%,49%
Presidential,Presidential,State,Arizona,Cook Political Report/BSG (R)/GS Strategy Group (D),7/26/2024,8/8/2024,435,LV,48%,46%
Presidential,Presidential,State,Arizona,HighGround,7/30/2024,8/5/2024,500,LV,44%,42%
Presidential,Presidential,State,Arizona,Public Policy Polling (D),7/29/2024,7/30/2024,618,RV,47%,49%
Presidential,Presidential,State,Arizona,Public Opinion Strategies (R),7/23/2024,7/29/2024,400,LV,43%,48%
Presidential,Presidential,State,Arizona,Bloomberg/Morning Consult,7/24/2024,7/28/2024,804,RV,49%,47%
Presidential,Presidential,State,Arizona,Emerson College,7/22/2024,7/23/2024,800,RV,44%,49%
Presidential,Presidential,State,Arizona,InsiderAdvantage (R),7/15/2024,7/16/2024,800,LV,42%,48%
Presidential,Presidential,State,Arizona,Public Policy Polling (D),7/10/2024,7/11/2024,596,RV,44%,52%
Presidential,Presidential,State,Arizona,Bloomberg/Morning Consult,5/7/2024,5/13/2024,795,RV,42%,51%
Presidential,Presidential,State,Arizona,Emerson College,2/16/2024,2/19/2024,1000,RV,40%,48%
Presidential,Presidential,State,Arizona,HarrisX,11/3/2024,11/5/2024,1636,RV,44%,47%
Presidential,Presidential,State,Arizona,HarrisX,11/3/2024,11/5/2024,1468,LV,46%,49%
Presidential,Presidential,State,Arizona,AtlasIntel,11/3/2024,11/4/2024,875,LV,46%,51%
Presidential,Presidential,State,Arizona,AtlasIntel,11/1/2024,11/2/2024,967,LV,45%,52%
Presidential,Presidential,State,Arizona,The New York Times/Siena College,10/25/2024,11/2/2024,1025,RV,42%,47%
Presidential,Presidential,State,Arizona,The New York Times/Siena College,10/25/2024,11/2/2024,1025,LV,44%,48%
Presidential,Presidential,State,Arizona,Focaldata,10/3/2024,11/1/2024,1779,LV,48%,49%
Presidential,Presidential,State,Arizona,Focaldata,10/3/2024,11/1/2024,1603,RV,49%,47%
Presidential,Presidential,State,Arizona,Focaldata,10/3/2024,11/1/2024,1779,A,49%,47%
Presidential,Presidential,State,Arizona,AtlasIntel,10/30/2024,10/31/2024,1005,LV,46%,51%
Presidential,Presidential,State,Arizona,Redfield & Wilton Strategies,10/28/2024,10/31/2024,652,LV,47%,48%
Presidential,Presidential,State,Arizona,YouGov,10/25/2024,10/31/2024,880,RV,47%,48%
Presidential,Presidential,State,Arizona,YouGov,10/25/2024,10/31/2024,856,LV,48%,48%
Presidential,Presidential,State,Arizona,Noble Predictive Insights,10/28/2024,10/30/2024,775,LV,47%,48%
Presidential,Presidential,State,Arizona,Data for Progress (D),10/25/2024,10/30/2024,1079,LV,47%,48%
Presidential,Presidential,State,Arizona,AtlasIntel,10/25/2024,10/29/2024,1458,LV,46%,51%
Presidential,Presidential,State,Arizona,Mitchell Research & Communications,10/28/2024,10/28/2024,610,LV,48%,50%
Presidential,Presidential,State,Arizona,Data Orbital,10/26/2024,10/28/2024,550,LV,42%,50%
Presidential,Presidential,State,Arizona,Redfield & Wilton Strategies,10/25/2024,10/27/2024,901,LV,47%,49%
Presidential,Presidential,State,Arizona,J.L. Partners,10/24/2024,10/26/2024,500,LV,48%,49%
Presidential,Presidential,State,Arizona,CNN/SSRS,10/21/2024,10/26/2024,781,LV,48%,47%
Presidential,Presidential,State,Arizona,Redfield & Wilton Strategies,10/20/2024,10/22/2024,710,LV,46%,48%
Presidential,Presidential,State,Arizona,Bloomberg/Morning Consult,10/16/2024,10/20/2024,915,RV,48%,48%
Presidential,Presidential,State,Arizona,Bloomberg/Morning Consult,10/16/2024,10/20/2024,861,LV,48%,48%
Presidential,Presidential,State,Arizona,Redfield & Wilton Strategies,10/16/2024,10/18/2024,691,LV,46%,49%
Presidential,Presidential,State,Arizona,AtlasIntel,10/12/2024,10/17/2024,1440,LV,49%,49%
Presidential,Presidential,State,Arizona,Redfield & Wilton Strategies,10/12/2024,10/14/2024,1141,LV,46%,48%
Presidential,Presidential,State,Arizona,The New York Times/Siena College,10/7/2024,10/10/2024,808,RV,44%,49%
Presidential,Presidential,State,Arizona,The New York Times/Siena College,10/7/2024,10/10/2024,808,LV,45%,50%
Presidential,Presidential,State,Arizona,Redfield & Wilton Strategies,9/27/2024,10/2/2024,555,LV,47%,48%
Presidential,Presidential,State,Arizona,Fabrizio Ward (R)/Impact Research (D),9/24/2024,10/1/2024,600,LV,47%,49%
Presidential,Presidential,State,Arizona,AtlasIntel,9/20/2024,9/25/2024,946,LV,49%,50%
Presidential,Presidential,State,Arizona,Cook Political Report/BSG (R)/GS Strategy Group (D),9/19/2024,9/25/2024,409,LV,50%,47%
Presidential,Presidential,State,Arizona,Bloomberg/Morning Consult,9/19/2024,9/25/2024,977,RV,49%,46%
Presidential,Presidential,State,Arizona,Bloomberg/Morning Consult,9/19/2024,9/25/2024,926,LV,49%,46%
Presidential,Presidential,State,Arizona,Fox News,9/20/2024,9/24/2024,1021,RV,47%,49%
Presidential,Presidential,State,Arizona,Fox News,9/20/2024,9/24/2024,764,LV,47%,50%
Presidential,Presidential,State,Arizona,Suffolk University/USA Today,9/19/2024,9/24/2024,500,LV,42%,48%
Presidential,Presidential,State,Arizona,The New York Times/Siena College,9/17/2024,9/21/2024,713,RV,42%,47%
Presidential,Presidential,State,Arizona,The New York Times/Siena College,9/17/2024,9/21/2024,713,LV,43%,48%
Presidential,Presidential,State,Arizona,Redfield & Wilton Strategies,9/16/2024,9/19/2024,789,LV,47%,47%
Presidential,Presidential,State,Arizona,Redfield & Wilton Strategies,9/6/2024,9/9/2024,765,LV,46%,47%
Presidential,Presidential,State,Arizona,TIPP Insights,9/3/2024,9/5/2024,1015,RV,46%,46%
Presidential,Presidential,State,Arizona,TIPP Insights,9/3/2024,9/5/2024,949,LV,48%,48%
Presidential,Presidential,State,Arizona,YouGov,8/23/2024,9/3/2024,900,RV,45%,47%
Presidential,Presidential,State,Arizona,CNN/SSRS,8/23/2024,8/29/2024,682,LV,44%,49%
Presidential,Presidential,State,Arizona,Redfield & Wilton Strategies,8/25/2024,8/28/2024,530,LV,45%,46%
Presidential,Presidential,State,Arizona,Bloomberg/Morning Consult,8/23/2024,8/26/2024,776,LV,49%,47%
Presidential,Presidential,State,Arizona,Bloomberg/Morning Consult,8/23/2024,8/26/2024,758,RV,49%,47%
Presidential,Presidential,State,Arizona,Fox News,8/23/2024,8/26/2024,1014,RV,48%,47%
Presidential,Presidential,State,Arkansas,Hendrix College,9/5/2024,9/6/2024,696,RV,40%,55%
Presidential,Presidential,State,California,Research Co.,11/2/2024,11/3/2024,450,LV,64%,32%
Presidential,Presidential,State,California,Competitive Edge Research,10/28/2024,10/30/2024,517,RV,53%,38%
Presidential,Presidential,State,California,UC Berkeley IGS,10/22/2024,10/28/2024,4341,LV,57%,35%
Presidential,Presidential,State,California,ActiVote,10/7/2024,10/27/2024,400,LV,63%,37%
Presidential,Presidential,State,California,Rose Institute/YouGov,10/7/2024,10/17/2024,1139,RV,60%,33%
Presidential,Presidential,State,California,Rose Institute/YouGov,10/7/2024,10/17/2024,1139,LV,63%,34%
Presidential,Presidential,State,California,Emerson College,10/12/2024,10/14/2024,1000,LV,59%,35%
Presidential,Presidential,State,California,ActiVote,9/22/2024,10/10/2024,400,LV,64%,37%
Presidential,Presidential,State,California,ActiVote,8/22/2024,9/21/2024,400,LV,64%,36%
Presidential,Presidential,State,California,Emerson College,9/3/2024,9/5/2024,815,LV,60%,36%
Presidential,Presidential,State,California,ActiVote,8/2/2024,8/19/2024,400,LV,65%,35%
Presidential,Presidential,State,California,UC Berkeley IGS,7/31/2024,8/11/2024,3765,LV,59%,34%
Presidential,Presidential,State,California,Emerson College/Inside California Elections,11/11/2023,11/14/2023,1000,RV,47%,38%
Presidential,Presidential,State,Colorado,Keating Research,10/28/2024,10/30/2024,600,LV,53%,41%
Presidential,Presidential,State,Colorado,YouGov,10/18/2024,10/30/2024,754,LV,55%,41%
Presidential,Presidential,State,Colorado,ActiVote,10/1/2024,10/30/2024,400,LV,57%,43%
Presidential,Presidential,State,Colorado,ActiVote,9/15/2024,10/19/2024,400,LV,59%,41%
Presidential,Presidential,State,Colorado,Morning Consult,9/9/2024,9/18/2024,512,LV,53%,42%
Presidential,Presidential,State,Colorado,Keating Research,9/11/2024,9/14/2024,500,LV,53%,42%
Presidential,Presidential,State,Colorado,Morning Consult,8/30/2024,9/8/2024,498,LV,55%,40%
Presidential,Presidential,State,Connecticut,MassINC Polling Group,9/12/2024,9/18/2024,800,LV,52%,37%
Presidential,Presidential,State,Delaware,Slingshot Strategies (D),9/19/2024,9/21/2024,500,RV,54%,37%
Presidential,Presidential,State,Delaware,University of Delaware,9/11/2024,9/19/2024,383,LV,56%,36%
Presidential,Presidential,State,Florida,Research Co.,11/2/2024,11/3/2024,450,LV,44%,51%
Presidential,Presidential,State,Florida,Victory Insights,11/1/2024,11/2/2024,400,LV,47%,51%
Presidential,Presidential,State,Florida,Stetson University,10/25/2024,11/1/2024,452,LV,46%,53%
Presidential,Presidential,State,Florida,Morning Consult,10/23/2024,11/1/2024,2022,LV,46%,51%
Presidential,Presidential,State,Florida,Mainstreet Research/Florida Atlantic University,10/19/2024,10/27/2024,913,RV,44%,53%
Presidential,Presidential,State,Florida,Mainstreet Research/Florida Atlantic University,10/19/2024,10/27/2024,897,LV,44%,53%
Presidential,Presidential,State,Florida,ActiVote,10/11/2024,10/27/2024,400,LV,44%,56%
Presidential,Presidential,State,Florida,St. Pete Polls,10/23/2024,10/25/2024,1227,LV,45%,50%
Presidential,Presidential,State,Florida,CES/YouGov,10/1/2024,10/25/2024,5952,A,47%,51%
Presidential,Presidential,State,Florida,CES/YouGov,10/1/2024,10/25/2024,5916,LV,46%,52%
Presidential,Presidential,State,Florida,Hunt Research,10/16/2024,10/22/2024,1234,LV,45%,50%
Presidential,Presidential,State,Florida,Emerson College,10/18/2024,10/20/2024,860,LV,44%,52%
Presidential,Presidential,State,Florida,Cherry Communications (R),10/10/2024,10/20/2024,614,LV,45%,51%
Presidential,Presidential,State,Florida,ActiVote,10/7/2024,10/20/2024,400,LV,45%,55%
Presidential,Presidential,State,Florida,University of North Florida,10/7/2024,10/18/2024,977,LV,43%,53%
Presidential,Presidential,State,Florida,RMG Research,10/14/2024,10/17/2024,788,LV,45%,52%
Presidential,Presidential,State,Florida,Rose Institute/YouGov,10/7/2024,10/17/2024,1094,RV,45%,50%
Presidential,Presidential,State,Florida,Rose Institute/YouGov,10/7/2024,10/17/2024,1094,RV,46%,51%
Presidential,Presidential,State,Florida,Rose Institute/YouGov,10/7/2024,10/17/2024,1076,LV,46%,51%
Presidential,Presidential,State,Florida,The Terrance Group (R),10/5/2024,10/8/2024,818,RV,44%,51%
Presidential,Presidential,State,Florida,Marist College,10/3/2024,10/7/2024,1410,RV,47%,51%
Presidential,Presidential,State,Florida,Marist College,10/3/2024,10/7/2024,1257,LV,47%,51%
Presidential,Presidential,State,Florida,New York Times/Siena College,9/29/2024,10/6/2024,622,LV,41%,55%
Presidential,Presidential,State,Florida,ActiVote,9/17/2024,10/6/2024,400,LV,47%,53%
Presidential,Presidential,State,Florida,Mason-Dixon,10/1/2024,10/4/2024,625,RV,43%,49%
Presidential,Presidential,State,Florida,RMG Research,9/25/2024,9/27/2024,774,LV,47%,50%
Presidential,Presidential,State,Florida,Public Policy Polling (D),9/25/2024,9/26/2024,800,RV,46%,50%
Presidential,Presidential,State,Florida,McLaughlin & Associates (R),9/23/2024,9/25/2024,1200,LV,46%,51%
Presidential,Presidential,State,Florida,Victory Insights,9/22/2024,9/25/2024,600,LV,45%,47%
Presidential,Presidential,State,Florida,The Bullfinch Group,9/20/2024,9/23/2024,600,RV,47%,48%
Presidential,Presidential,State,Florida,Morning Consult,9/9/2024,9/18/2024,2948,LV,47%,50%
Presidential,Presidential,State,Florida,Morning Consult,8/30/2024,9/8/2024,3182,LV,47%,49%
Presidential,Presidential,State,Florida,Emerson College,9/3/2024,9/5/2024,815,LV,45%,50%
Presidential,Presidential,State,Florida,ActiVote,8/16/2024,8/31/2024,400,LV,47%,53%
Presidential,Presidential,State,Florida,Cherry Communications (R),8/15/2024,8/26/2024,600,LV,45%,52%
Presidential,Presidential,State,Florida,Public Policy Polling (D),8/21/2024,8/22/2024,837,RV,47%,51%
Presidential,Presidential,State,Florida,ActiVote,8/5/2024,8/15/2024,400,LV,46%,54%
Presidential,Presidential,State,Florida,Mainstreet Research/Florida Atlantic University,8/10/2024,8/11/2024,1055,RV,46%,49%
Presidential,Presidential,State,Florida,Mainstreet Research/Florida Atlantic University,8/10/2024,8/11/2024,1040,LV,47%,50%
Presidential,Presidential,State,Florida,University of North Florida,7/24/2024,7/27/2024,774,LV,42%,49%
Presidential,Presidential,State,Florida,InsiderAdvantage (R),7/15/2024,7/16/2024,800,LV,39%,49%
Presidential,Presidential,State,Florida,Focaldata,10/3/2024,11/1/2024,1250,LV,52%,45%
Presidential,Presidential,State,Florida,Focaldata,10/3/2024,11/1/2024,1099,RV,50%,46%
Presidential,Presidential,State,Florida,Focaldata,10/3/2024,11/1/2024,1250,A,49%,47%
Presidential,Presidential,State,Florida,Cygnal (R),10/26/2024,10/28/2024,600,LV,48%,43%
Presidential,Presidential,State,Florida,Hunt Research,10/16/2024,10/22/2024,1234,LV,50%,44%
Presidential,Presidential,State,Florida,Redfield & Wilton Strategies,10/16/2024,10/18/2024,1275,LV,49%,45%
Presidential,Presidential,State,Florida,Redfield & Wilton Strategies,10/12/2024,10/14/2024,1009,LV,50%,44%
Presidential,Presidential,State,Florida,New York Times/Siena College,9/29/2024,10/6/2024,622,LV,53%,40%
Presidential,Presidential,State,Florida,Redfield & Wilton Strategies,9/27/2024,10/2/2024,2946,LV,49%,45%
Presidential,Presidential,State,Florida,Public Policy Polling (D),9/25/2024,9/26/2024,800,RV,49%,45%
Presidential,Presidential,State,Florida,Redfield & Wilton Strategies,9/16/2024,9/19/2024,1602,LV,50%,45%
